AUC_mean,AUC_std,F1_mean,F1_std,ACC_mean,ACC_std,DP_mean,DP_std,EO_mean,EO_std,name,dataset,encoder,attack_mode
0.7230128205128206,0.0020362025864446,0.6265938416760806,0.0202015664639833,0.6544303797468354,0.0113924050632911,0.2851674641148325,0.0243377208627275,0.1799999999999999,0.0498887651569858,vanilla_nba_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.005422777365223869,nba,sgc,no_attack
0.6375,0.0307628866322935,0.6026716308029637,0.030318718113215,0.5987341772151898,0.0305113184637821,0.566267942583732,0.0613718616016124,0.5033333333333333,0.0948097510221859,vanilla_nba_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.005422777365223869,nba,sgc,tuned_nifa
0.7074358974358975,0.02480893457434243,0.6589626557534132,0.045442925655373625,0.6569620253164556,0.038164084637167944,0.4059808612440191,0.05836149340843849,0.2833333333333333,0.09339283817414601,edge_adder_nba_sgc_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0005110759834334629,nba,sgc,EA Defense
0.7589515504453248,0.00532438286297,0.6471187689986415,0.0479384983539513,0.6903181818181817,0.0144814643568029,0.0186105515977181,0.0131027710520564,0.0263453991274378,0.017302461180309,vanilla_pokec_n_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.005893711998150697,pokec_n,gat,no_attack
0.6644229559904546,0.0339896159277775,0.6306508890061635,0.0266989326707364,0.6353181818181819,0.0145625609635867,0.4209243690416492,0.180151292252945,0.3457358009442795,0.1577923592808329,vanilla_pokec_n_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.005893711998150697,pokec_n,gat,tuned_nifa
0.710430215894009,0.010041024868056787,0.6417030773967257,0.01361439547054788,0.6618636363636364,0.009387106508133455,0.017594742970908732,0.01725120874638602,0.017452437396657174,0.013128253564096833,edge_adder_pokec_n_gat_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.0014220908710879659,pokec_n,gat,EA Defense
0.7420690890616569,0.0080309967723199,0.6502291238413604,0.0225678891517254,0.6795909090909091,0.0278413821852197,0.0154697437880006,0.0107726420731412,0.0215582604538119,0.0133201297189195,vanilla_pokec_n_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.012987273520401443,pokec_n,gcn,no_attack
0.7092551772528538,0.0176457149793805,0.6245221830705356,0.0224900523969237,0.6661363636363637,0.0105690371110402,0.2471727220178714,0.1004972923567619,0.2334282925274418,0.0859365093741043,vanilla_pokec_n_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.012987273520401443,pokec_n,gcn,tuned_nifa
0.730429785628469,0.009602891280714019,0.6558861607394028,0.020708018353237947,0.6661363636363637,0.014483176333049828,0.04065634422820304,0.03008763874659364,0.017816204155626836,0.012526014813962278,edge_adder_pokec_n_gcn_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.000696915699118028,pokec_n,gcn,EA Defense
0.7056698241537835,0.0148934239160773,0.5872500772914373,0.0582851481439965,0.6495454545454544,0.0246177386827311,0.0222064095488625,0.0173060283753139,0.0364938143713767,0.0235442209713819,vanilla_pokec_n_gin_alpha:0.5_lr_sp:0.5_env_num:2_lr:0.026249028382697385,pokec_n,gin,no_attack
